city,country,continent,latitude,longitude,date,pm25,pm10,no2,o3,so2,aqi
Singapore,SG,Asia,1.3521,103.8198,2023-12-04,38.56,69.53,43.98,47.99,8.49,107.9
Kolkata,IN,Asia,22.5726,88.3639,2023-12-04,66.84,155.51,36.67,26.0,5.57,162.0
Dubai,AE,Asia,25.2048,55.2708,2023-12-04,79.2,200.06,59.75,66.21,19.74,175.0
Riyadh,SA,Asia,24.7136,46.6753,2023-12-04,33.88,148.33,29.94,48.67,6.78,96.8
Hanoi,VN,Asia,21.0285,105.8542,2023-12-04,16.77,41.41,18.14,24.68,4.65,60.2
Lahore,PK,Asia,31.5204,74.3587,2023-12-04,132.81,238.21,53.4,33.04,18.76,231.3
London,GB,Europe,51.5074,-0.1278,2023-12-04,32.24,57.45,47.32,46.09,7.23,93.3
Paris,FR,Europe,48.8566,2.3522,2023-12-04,37.38,66.46,47.29,45.41,7.48,104.9
Berlin,DE,Europe,52.52,13.405,2023-12-04,30.83,56.64,40.11,42.23,5.39,90.3
Madrid,ES,Europe,40.4168,-3.7038,2023-12-04,35.44,64.87,46.32,53.27,6.05,100.1
Rome,IT,Europe,41.9028,12.4964,2023-12-04,26.42,51.33,43.11,47.79,5.02,80.9
Moscow,RU,Europe,55.7558,37.6173,2023-12-04,70.06,125.25,61.68,49.37,14.01,165.4
Amsterdam,NL,Europe,52.3676,4.9041,2023-12-04,12.08,27.88,33.99,40.0,1.9,50.2
Warsaw,PL,Europe,52.2297,21.0122,2023-12-04,32.44,65.56,40.92,42.03,6.49,93.7
New York,US,North America,40.7128,-74.006,2023-12-04,47.81,82.11,44.7,51.42,10.08,131.0
Los Angeles,US,North America,34.0522,-118.2437,2023-12-04,75.08,128.87,56.39,73.87,12.42,170.7
Mexico City,MX,North America,19.4326,-99.1332,2023-12-04,78.54,140.55,58.12,57.11,19.61,174.3
Chicago,US,North America,41.8781,-87.6298,2023-12-04,50.8,89.2,47.5,53.54,11.46,138.5
Toronto,CA,North America,43.6532,-79.3832,2023-12-04,42.78,74.57,44.79,51.03,8.56,118.4
São Paulo,BR,South America,-23.5505,-46.6333,2023-12-04,58.01,97.63,42.18,50.93,10.75,152.7
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-12-04,35.78,64.3,31.92,51.81,6.31,101.0
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-12-04,68.43,113.7,48.67,58.84,13.18,163.7
Fortaleza,BR,South America,-3.7172,-38.5433,2023-12-04,20.53,39.3,23.87,54.02,3.6,68.3
Santiago,CL,South America,-33.4489,-70.6693,2023-12-04,34.39,66.89,43.55,45.18,7.22,97.9
Bogotá,CO,South America,4.711,-74.0721,2023-12-04,17.52,36.48,26.61,37.65,4.01,61.8
Cairo,EG,Africa,30.0444,31.2357,2023-12-04,65.98,130.85,30.87,45.57,12.35,161.1
Lagos,NG,Africa,6.5244,3.3792,2023-12-04,65.35,117.15,39.05,51.03,10.52,160.5
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-12-04,21.51,49.26,26.9,42.8,9.4,70.3
Nairobi,KE,Africa,-1.2921,36.8219,2023-12-04,40.21,70.95,33.28,45.69,8.89,112.0
Sydney,AU,Oceania,-33.8688,151.2093,2023-12-04,7.05,16.95,18.4,48.29,1.41,29.4
Melbourne,AU,Oceania,-37.8136,144.9631,2023-12-04,15.19,28.73,19.49,46.5,2.7,56.8
Delhi,IN,Asia,28.7041,77.1025,2023-12-05,230.65,391.48,115.33,71.3,37.03,284.3
Beijing,CN,Asia,39.9042,116.4074,2023-12-05,41.7,91.81,30.6,19.36,12.24,115.8
Tokyo,JP,Asia,35.6762,139.6503,2023-12-05,15.03,32.29,27.66,34.76,1.71,56.5
Seoul,KR,Asia,37.5665,126.978,2023-12-05,41.71,82.06,40.35,38.91,9.64,115.8
Mumbai,IN,Asia,19.076,72.8777,2023-12-05,85.66,164.25,56.48,38.45,13.23,181.8
Shanghai,CN,Asia,31.2304,121.4737,2023-12-05,71.11,139.17,57.66,32.03,19.42,166.5
Bangkok,TH,Asia,13.7563,100.5018,2023-12-05,85.67,157.76,61.69,54.25,15.83,181.8
Jakarta,ID,Asia,-6.2088,106.8456,2023-12-05,100.55,176.83,68.48,54.77,18.81,197.4
Hong Kong,HK,Asia,22.3193,114.1694,2023-12-05,44.9,83.61,51.7,43.82,10.28,123.8
Singapore,SG,Asia,1.3521,103.8198,2023-12-05,12.18,29.97,30.79,40.07,3.22,50.4
Kolkata,IN,Asia,22.5726,88.3639,2023-12-05,179.97,325.21,93.24,59.94,28.19,231.1
Dubai,AE,Asia,25.2048,55.2708,2023-12-05,41.88,144.07,41.09,55.01,12.28,116.2
Riyadh,SA,Asia,24.7136,46.6753,2023-12-05,108.4,260.09,67.2,71.02,21.68,205.6
Hanoi,VN,Asia,21.0285,105.8542,2023-12-05,100.45,166.93,59.98,49.79,21.39,197.3
Lahore,PK,Asia,31.5204,74.3587,2023-12-05,290.09,474.14,132.05,80.23,50.22,346.7
London,GB,Europe,51.5074,-0.1278,2023-12-05,33.94,60.01,48.17,46.6,7.57,96.9
Paris,FR,Europe,48.8566,2.3522,2023-12-05,22.17,43.65,39.68,40.85,4.43,71.8
Berlin,DE,Europe,52.52,13.405,2023-12-05,16.47,35.1,32.93,37.92,2.51,59.6
Madrid,ES,Europe,40.4168,-3.7038,2023-12-05,42.14,74.91,49.67,55.28,7.39,116.8
Rome,IT,Europe,41.9028,12.4964,2023-12-05,53.43,91.84,56.61,55.89,10.43,145.1
Moscow,RU,Europe,55.7558,37.6173,2023-12-05,51.91,98.02,52.61,43.92,10.38,141.3
Amsterdam,NL,Europe,52.3676,4.9041,2023-12-05,8.62,22.68,32.26,38.96,1.2,35.9
Warsaw,PL,Europe,52.2297,21.0122,2023-12-05,61.68,109.42,55.54,50.8,12.34,156.6
New York,US,North America,40.7128,-74.006,2023-12-05,33.59,60.79,37.6,47.16,7.24,96.2
Los Angeles,US,North America,34.0522,-118.2437,2023-12-05,47.1,86.91,42.4,65.48,6.82,129.3
Mexico City,MX,North America,19.4326,-99.1332,2023-12-05,78.81,140.97,58.26,57.19,19.66,174.6
Chicago,US,North America,41.8781,-87.6298,2023-12-05,41.46,75.18,42.83,50.74,9.59,115.1
Toronto,CA,North America,43.6532,-79.3832,2023-12-05,35.87,64.2,41.33,48.96,7.17,101.2
São Paulo,BR,South America,-23.5505,-46.6333,2023-12-05,5.0,10.0,12.28,32.99,1.0,20.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-12-05,42.87,74.93,35.46,53.94,7.72,118.7
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-12-05,24.6,47.95,26.75,45.69,4.41,77.0
Fortaleza,BR,South America,-3.7172,-38.5433,2023-12-05,6.67,18.51,16.94,49.86,1.0,27.8
Santiago,CL,South America,-33.4489,-70.6693,2023-12-05,5.0,10.0,24.52,33.76,1.0,20.9
Bogotá,CO,South America,4.711,-74.0721,2023-12-05,33.13,59.89,34.41,42.33,7.14,95.2
Cairo,EG,Africa,30.0444,31.2357,2023-12-05,31.22,78.7,13.48,35.14,5.39,91.1
Lagos,NG,Africa,6.5244,3.3792,2023-12-05,91.25,156.01,52.0,58.8,15.7,187.6
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-12-05,21.23,48.85,26.77,42.72,9.35,69.8
Nairobi,KE,Africa,-1.2921,36.8219,2023-12-05,21.53,42.92,23.94,40.08,5.16,70.4
Sydney,AU,Oceania,-33.8688,151.2093,2023-12-05,27.65,47.85,28.7,54.47,5.53,83.5
Melbourne,AU,Oceania,-37.8136,144.9631,2023-12-05,8.38,18.53,16.09,44.46,1.34,35.0
Delhi,IN,Asia,28.7041,77.1025,2023-12-06,183.94,321.41,91.97,57.28,27.69,235.2
Beijing,CN,Asia,39.9042,116.4074,2023-12-06,141.53,241.55,80.52,49.31,32.21,240.4
Tokyo,JP,Asia,35.6762,139.6503,2023-12-06,52.34,88.27,46.32,45.95,9.17,142.4
Seoul,KR,Asia,37.5665,126.978,2023-12-06,74.31,130.96,56.65,48.69,16.16,169.9
Mumbai,IN,Asia,19.076,72.8777,2023-12-06,94.75,177.87,61.02,41.17,15.05,191.3
Shanghai,CN,Asia,31.2304,121.4737,2023-12-06,49.69,107.04,46.95,25.61,15.14,135.7
Bangkok,TH,Asia,13.7563,100.5018,2023-12-06,77.41,145.37,57.56,51.77,14.18,173.1
Jakarta,ID,Asia,-6.2088,106.8456,2023-12-06,62.07,119.11,49.24,43.22,11.11,157.0
Hong Kong,HK,Asia,22.3193,114.1694,2023-12-06,43.74,81.86,51.12,43.47,10.05,120.8
Singapore,SG,Asia,1.3521,103.8198,2023-12-06,11.6,29.1,30.5,39.9,3.1,48.4
Kolkata,IN,Asia,22.5726,88.3639,2023-12-06,74.79,167.44,40.65,28.39,7.16,170.4
Dubai,AE,Asia,25.2048,55.2708,2023-12-06,79.05,199.82,59.67,66.16,19.71,174.8
Riyadh,SA,Asia,24.7136,46.6753,2023-12-06,60.94,188.91,43.47,56.78,12.19,155.8
Hanoi,VN,Asia,21.0285,105.8542,2023-12-06,59.53,105.54,39.51,37.51,13.21,154.3
Lahore,PK,Asia,31.5204,74.3587,2023-12-06,152.53,267.8,63.27,38.96,22.71,202.2
London,GB,Europe,51.5074,-0.1278,2023-12-06,27.02,49.63,44.71,44.53,6.18,82.1
Paris,FR,Europe,48.8566,2.3522,2023-12-06,23.77,46.06,40.49,41.33,4.75,75.2
Berlin,DE,Europe,52.52,13.405,2023-12-06,23.8,46.1,36.6,40.12,3.98,75.3
Madrid,ES,Europe,40.4168,-3.7038,2023-12-06,28.91,55.06,43.05,51.31,4.74,86.2
Rome,IT,Europe,41.9028,12.4964,2023-12-06,42.15,74.93,50.98,52.51,8.17,116.9
Moscow,RU,Europe,55.7558,37.6173,2023-12-06,58.21,107.46,55.75,45.81,11.64,152.9
Amsterdam,NL,Europe,52.3676,4.9041,2023-12-06,22.24,43.1,39.07,43.04,3.93,71.9
Warsaw,PL,Europe,52.2297,21.0122,2023-12-06,51.97,94.86,50.69,47.89,10.39,141.4
New York,US,North America,40.7128,-74.006,2023-12-06,49.2,84.2,45.4,51.84,10.36,134.5
Los Angeles,US,North America,34.0522,-118.2437,2023-12-06,52.89,95.58,45.29,67.22,7.98,143.7
Mexico City,MX,North America,19.4326,-99.1332,2023-12-06,82.32,146.24,60.01,58.25,20.36,178.3
Chicago,US,North America,41.8781,-87.6298,2023-12-06,10.81,29.22,27.51,41.54,3.46,45.1
Toronto,CA,North America,43.6532,-79.3832,2023-12-06,19.25,39.27,33.02,43.97,3.85,65.5
São Paulo,BR,South America,-23.5505,-46.6333,2023-12-06,74.21,121.94,50.28,55.79,13.99,169.8
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-12-06,7.15,21.36,17.6,43.22,1.0,29.8
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-12-06,76.58,125.92,52.74,61.28,14.81,172.2
Fortaleza,BR,South America,-3.7172,-38.5433,2023-12-06,5.0,10.0,13.66,47.9,1.0,20.9
Santiago,CL,South America,-33.4489,-70.6693,2023-12-06,44.91,82.66,48.8,48.33,9.32,123.8
Bogotá,CO,South America,4.711,-74.0721,2023-12-06,36.84,65.46,36.27,43.44,7.88,103.6
Cairo,EG,Africa,30.0444,31.2357,2023-12-06,62.94,126.29,29.35,44.66,11.74,157.9
Lagos,NG,Africa,6.5244,3.3792,2023-12-06,16.76,44.26,14.75,36.45,1.0,60.2
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-12-06,33.8,67.71,33.05,46.49,11.86,96.7
Nairobi,KE,Africa,-1.2921,36.8219,2023-12-06,9.01,24.14,17.68,36.33,2.65,37.6
Sydney,AU,Oceania,-33.8688,151.2093,2023-12-06,20.61,37.29,25.18,52.36,4.12,68.4
Melbourne,AU,Oceania,-37.8136,144.9631,2023-12-06,22.6,39.85,23.2,48.72,4.18,72.7
Delhi,IN,Asia,28.7041,77.1025,2023-12-07,189.49,329.73,94.74,58.95,28.8,241.0
Beijing,CN,Asia,39.9042,116.4074,2023-12-07,101.9,182.11,60.7,37.42,24.28,198.8
Tokyo,JP,Asia,35.6762,139.6503,2023-12-07,41.16,71.49,40.73,42.6,6.93,114.4
Seoul,KR,Asia,37.5665,126.978,2023-12-07,66.7,119.55,52.85,46.41,14.64,161.9
Mumbai,IN,Asia,19.076,72.8777,2023-12-07,140.58,246.62,83.94,54.92,24.22,239.4
Shanghai,CN,Asia,31.2304,121.4737,2023-12-07,68.76,135.64,56.48,31.33,18.95,164.0
Bangkok,TH,Asia,13.7563,100.5018,2023-12-07,53.64,109.71,45.67,44.64,9.43,145.6
Jakarta,ID,Asia,-6.2088,106.8456,2023-12-07,72.46,134.69,54.43,46.34,13.19,167.9
Hong Kong,HK,Asia,22.3193,114.1694,2023-12-07,11.43,33.39,34.96,33.78,3.59,47.7
Singapore,SG,Asia,1.3521,103.8198,2023-12-07,27.34,52.71,38.37,44.62,6.25,82.8
Kolkata,IN,Asia,22.5726,88.3639,2023-12-07,159.37,294.3,82.93,53.76,24.07,209.4
Dubai,AE,Asia,25.2048,55.2708,2023-12-07,90.8,217.44,65.55,69.69,22.06,187.2
Riyadh,SA,Asia,24.7136,46.6753,2023-12-07,53.19,177.28,39.59,54.46,10.64,144.5
Hanoi,VN,Asia,21.0285,105.8542,2023-12-07,85.61,144.66,52.55,45.33,18.42,181.7
Lahore,PK,Asia,31.5204,74.3587,2023-12-07,128.11,231.16,51.05,31.63,17.82,226.3
London,GB,Europe,51.5074,-0.1278,2023-12-07,30.54,54.92,46.47,45.58,6.89,89.7
Paris,FR,Europe,48.8566,2.3522,2023-12-07,10.29,25.83,33.74,37.29,2.06,42.9
Berlin,DE,Europe,52.52,13.405,2023-12-07,30.18,55.67,39.79,42.03,5.26,88.9
Madrid,ES,Europe,40.4168,-3.7038,2023-12-07,7.6,23.1,32.4,44.92,1.0,31.7
Rome,IT,Europe,41.9028,12.4964,2023-12-07,43.02,76.23,51.41,52.77,8.34,119.1
Moscow,RU,Europe,55.7558,37.6173,2023-12-07,47.98,92.12,50.64,42.74,9.6,131.5
Amsterdam,NL,Europe,52.3676,4.9041,2023-12-07,16.81,34.97,36.36,41.41,2.84,60.3
Warsaw,PL,Europe,52.2297,21.0122,2023-12-07,12.13,35.1,30.77,35.94,2.43,50.3
New York,US,North America,40.7128,-74.006,2023-12-07,36.42,65.04,39.01,48.01,7.8,102.6
Los Angeles,US,North America,34.0522,-118.2437,2023-12-07,37.74,72.87,37.72,62.67,4.95,105.9
Mexico City,MX,North America,19.4326,-99.1332,2023-12-07,79.57,142.11,58.64,57.42,19.81,175.4
Chicago,US,North America,41.8781,-87.6298,2023-12-07,31.39,60.08,37.79,47.72,7.58,91.5
Toronto,CA,North America,43.6532,-79.3832,2023-12-07,18.89,38.73,32.84,43.87,3.78,64.7
São Paulo,BR,South America,-23.5505,-46.6333,2023-12-07,13.49,30.86,19.92,37.57,1.85,53.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-12-07,49.15,84.35,38.6,55.82,8.98,134.4
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-12-07,19.89,40.88,24.39,44.28,3.47,66.9
Fortaleza,BR,South America,-3.7172,-38.5433,2023-12-07,17.93,35.39,22.56,53.24,3.08,62.7
Santiago,CL,South America,-33.4489,-70.6693,2023-12-07,38.51,73.06,45.6,46.41,8.04,107.8
Bogotá,CO,South America,4.711,-74.0721,2023-12-07,22.11,43.36,28.9,39.02,4.93,71.6
Cairo,EG,Africa,30.0444,31.2357,2023-12-07,100.58,182.75,48.17,55.95,19.27,197.4
Lagos,NG,Africa,6.5244,3.3792,2023-12-07,61.6,111.52,37.17,49.9,9.77,156.5
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-12-07,18.23,44.34,25.26,41.82,8.75,63.3
Nairobi,KE,Africa,-1.2921,36.8219,2023-12-07,37.06,66.21,31.7,44.74,8.26,104.1
Sydney,AU,Oceania,-33.8688,151.2093,2023-12-07,20.68,37.39,25.21,52.38,4.14,68.6
Melbourne,AU,Oceania,-37.8136,144.9631,2023-12-07,7.6,17.35,15.7,44.22,1.18,31.7
Delhi,IN,Asia,28.7041,77.1025,2023-12-08,134.42,247.13,67.21,42.43,17.78,233.0
Beijing,CN,Asia,39.9042,116.4074,2023-12-08,148.03,251.3,83.77,51.26,33.51,247.3
Tokyo,JP,Asia,35.6762,139.6503,2023-12-08,29.08,53.38,34.69,38.98,4.52,86.6
Seoul,KR,Asia,37.5665,126.978,2023-12-08,9.75,34.13,24.38,29.33,3.25,40.7
Mumbai,IN,Asia,19.076,72.8777,2023-12-08,82.29,159.18,54.79,37.44,12.56,178.2
Shanghai,CN,Asia,31.2304,121.4737,2023-12-08,93.95,173.43,69.08,38.89,23.99,190.5
Bangkok,TH,Asia,13.7563,100.5018,2023-12-08,63.49,124.48,50.59,47.6,11.4,158.5
Jakarta,ID,Asia,-6.2088,106.8456,2023-12-08,62.19,119.28,49.29,43.26,11.14,157.1
Hong Kong,HK,Asia,22.3193,114.1694,2023-12-08,59.44,105.42,58.97,48.18,13.19,154.2
Singapore,SG,Asia,1.3521,103.8198,2023-12-08,40.55,72.52,44.97,48.58,8.89,112.9
Kolkata,IN,Asia,22.5726,88.3639,2023-12-08,79.0,173.75,42.75,29.65,8.0,174.8
Dubai,AE,Asia,25.2048,55.2708,2023-12-08,45.97,150.21,43.14,56.24,13.09,126.4
Riyadh,SA,Asia,24.7136,46.6753,2023-12-08,94.07,238.6,60.03,66.72,18.81,190.6
Hanoi,VN,Asia,21.0285,105.8542,2023-12-08,65.32,114.23,42.41,39.25,14.36,160.4
Lahore,PK,Asia,31.5204,74.3587,2023-12-08,137.89,245.84,55.95,34.57,19.78,236.6
London,GB,Europe,51.5074,-0.1278,2023-12-08,26.26,48.49,44.33,44.3,6.03,80.5
Paris,FR,Europe,48.8566,2.3522,2023-12-08,28.8,53.59,43.0,42.84,5.76,85.9
Berlin,DE,Europe,52.52,13.405,2023-12-08,13.78,31.08,31.59,37.12,1.98,53.8
Madrid,ES,Europe,40.4168,-3.7038,2023-12-08,5.0,19.08,31.06,44.12,1.0,20.9
Rome,IT,Europe,41.9028,12.4964,2023-12-08,33.64,62.16,46.72,49.95,6.47,96.3
Moscow,RU,Europe,55.7558,37.6173,2023-12-08,47.77,91.8,50.53,42.68,9.55,130.9
Amsterdam,NL,Europe,52.3676,4.9041,2023-12-08,24.4,46.35,40.15,43.69,4.36,76.5
Warsaw,PL,Europe,52.2297,21.0122,2023-12-08,51.59,94.29,50.5,47.78,10.32,140.5
New York,US,North America,40.7128,-74.006,2023-12-08,41.6,72.79,41.6,49.56,8.84,115.5
Los Angeles,US,North America,34.0522,-118.2437,2023-12-08,69.28,120.17,53.49,72.13,11.26,164.6
Mexico City,MX,North America,19.4326,-99.1332,2023-12-08,90.74,158.85,64.22,60.77,22.05,187.1
Chicago,US,North America,41.8781,-87.6298,2023-12-08,36.5,67.75,40.35,49.25,8.6,102.8
Toronto,CA,North America,43.6532,-79.3832,2023-12-08,13.58,30.77,30.19,42.27,2.72,53.4
São Paulo,BR,South America,-23.5505,-46.6333,2023-12-08,67.41,111.74,46.88,53.75,12.63,162.6
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-12-08,37.81,67.33,32.93,52.42,6.71,106.0
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-12-08,33.25,60.93,31.08,48.29,6.14,95.5
Fortaleza,BR,South America,-3.7172,-38.5433,2023-12-08,39.98,68.46,33.59,59.85,7.49,111.4
Santiago,CL,South America,-33.4489,-70.6693,2023-12-08,34.54,67.11,43.62,45.22,7.25,98.2
Bogotá,CO,South America,4.711,-74.0721,2023-12-08,32.31,58.66,34.0,42.08,6.97,93.5
Cairo,EG,Africa,30.0444,31.2357,2023-12-08,39.57,91.23,17.66,37.65,7.06,110.4
Lagos,NG,Africa,6.5244,3.3792,2023-12-08,70.81,125.34,41.78,52.67,11.61,166.2
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-12-08,15.47,40.21,23.89,40.99,8.19,57.4
Nairobi,KE,Africa,-1.2921,36.8219,2023-12-08,16.35,35.15,21.35,38.53,4.12,59.3
Sydney,AU,Oceania,-33.8688,151.2093,2023-12-08,18.36,33.92,24.06,51.68,3.67,63.6
Melbourne,AU,Oceania,-37.8136,144.9631,2023-12-08,5.0,12.83,14.19,43.32,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,2023-12-09,152.36,274.04,76.18,47.81,21.37,202.1
Beijing,CN,Asia,39.9042,116.4074,2023-12-09,81.07,150.86,50.29,31.17,20.11,177.0
Tokyo,JP,Asia,35.6762,139.6503,2023-12-09,36.96,65.18,38.63,41.34,6.09,103.9
Seoul,KR,Asia,37.5665,126.978,2023-12-09,58.61,107.41,48.8,43.98,13.02,153.4
Mumbai,IN,Asia,19.076,72.8777,2023-12-09,147.78,257.42,87.54,57.08,25.66,247.0
Shanghai,CN,Asia,31.2304,121.4737,2023-12-09,83.92,158.38,64.06,35.88,21.98,179.9
Bangkok,TH,Asia,13.7563,100.5018,2023-12-09,57.09,114.89,47.4,45.68,10.12,151.8
Jakarta,ID,Asia,-6.2088,106.8456,2023-12-09,93.48,166.21,64.94,52.64,17.4,190.0
Hong Kong,HK,Asia,22.3193,114.1694,2023-12-09,77.86,133.05,68.18,53.71,16.87,173.6
Singapore,SG,Asia,1.3521,103.8198,2023-12-09,37.77,68.36,43.59,47.75,8.33,105.9
Kolkata,IN,Asia,22.5726,88.3639,2023-12-09,132.66,254.24,69.58,45.75,18.73,231.1
Dubai,AE,Asia,25.2048,55.2708,2023-12-09,68.71,184.31,54.5,63.06,17.64,164.0
Riyadh,SA,Asia,24.7136,46.6753,2023-12-09,43.24,162.37,34.62,51.47,8.65,119.6
Hanoi,VN,Asia,21.0285,105.8542,2023-12-09,74.59,128.14,47.05,42.03,16.22,170.2
Lahore,PK,Asia,31.5204,74.3587,2023-12-09,115.63,212.45,44.82,27.89,15.33,213.2
London,GB,Europe,51.5074,-0.1278,2023-12-09,39.8,68.8,51.1,48.36,8.74,111.0
Paris,FR,Europe,48.8566,2.3522,2023-12-09,34.19,61.68,45.69,44.46,6.84,97.5
Berlin,DE,Europe,52.52,13.405,2023-12-09,26.74,50.51,38.07,41.0,4.57,81.5
Madrid,ES,Europe,40.4168,-3.7038,2023-12-09,41.6,74.1,49.4,55.12,7.28,115.5
Rome,IT,Europe,41.9028,12.4964,2023-12-09,51.63,89.15,55.72,55.35,10.07,140.6
Moscow,RU,Europe,55.7558,37.6173,2023-12-09,72.11,128.31,62.7,49.98,14.42,167.5
Amsterdam,NL,Europe,52.3676,4.9041,2023-12-09,23.2,44.55,39.55,43.33,4.12,74.0
Warsaw,PL,Europe,52.2297,21.0122,2023-12-09,25.23,54.75,37.32,39.87,5.05,78.3
New York,US,North America,40.7128,-74.006,2023-12-09,29.65,54.87,35.62,45.97,6.45,87.8
Los Angeles,US,North America,34.0522,-118.2437,2023-12-09,54.31,97.71,46.0,67.64,8.26,147.3
Mexico City,MX,North America,19.4326,-99.1332,2023-12-09,73.49,132.98,55.59,55.6,18.6,169.0
Chicago,US,North America,41.8781,-87.6298,2023-12-09,34.97,65.46,39.59,48.79,8.29,99.2
Toronto,CA,North America,43.6532,-79.3832,2023-12-09,16.56,35.24,31.68,43.17,3.31,59.8
São Paulo,BR,South America,-23.5505,-46.6333,2023-12-09,64.03,106.67,45.19,52.73,11.96,159.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-12-09,54.52,92.41,41.29,57.43,10.05,147.8
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-12-09,44.8,78.25,36.85,51.75,8.45,123.5
Fortaleza,BR,South America,-3.7172,-38.5433,2023-12-09,6.61,18.41,16.9,49.84,1.0,27.5
Santiago,CL,South America,-33.4489,-70.6693,2023-12-09,10.28,30.72,31.49,37.94,2.4,42.9
Bogotá,CO,South America,4.711,-74.0721,2023-12-09,34.91,62.57,35.31,42.86,7.49,99.0
Cairo,EG,Africa,30.0444,31.2357,2023-12-09,22.46,65.57,9.11,32.51,3.64,72.4
Lagos,NG,Africa,6.5244,3.3792,2023-12-09,80.42,139.75,46.58,55.55,13.53,176.3
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-12-09,43.29,81.93,37.79,49.34,13.76,119.7
Nairobi,KE,Africa,-1.2921,36.8219,2023-12-09,67.73,112.23,47.04,53.95,14.4,163.0
Sydney,AU,Oceania,-33.8688,151.2093,2023-12-09,13.92,27.25,21.83,50.35,2.78,54.1
Melbourne,AU,Oceania,-37.8136,144.9631,2023-12-09,11.6,23.35,17.7,45.42,1.98,48.4
Delhi,IN,Asia,28.7041,77.1025,2023-12-10,226.24,384.86,113.12,69.97,36.15,279.6
Beijing,CN,Asia,39.9042,116.4074,2023-12-10,67.26,130.14,43.38,27.03,17.35,162.5
Tokyo,JP,Asia,35.6762,139.6503,2023-12-10,25.74,48.36,33.02,37.97,3.85,79.4
Seoul,KR,Asia,37.5665,126.978,2023-12-10,58.26,106.89,48.63,43.88,12.95,153.0
Mumbai,IN,Asia,19.076,72.8777,2023-12-10,117.51,212.02,72.41,48.0,19.6,215.2
Shanghai,CN,Asia,31.2304,121.4737,2023-12-10,90.82,168.73,67.51,37.95,23.36,187.2
Bangkok,TH,Asia,13.7563,100.5018,2023-12-10,66.61,129.16,52.15,48.53,12.02,161.8
Jakarta,ID,Asia,-6.2088,106.8456,2023-12-10,105.45,184.18,70.93,56.24,19.79,202.6
Hong Kong,HK,Asia,22.3193,114.1694,2023-12-10,66.36,115.78,62.43,50.26,14.57,161.5
Singapore,SG,Asia,1.3521,103.8198,2023-12-10,28.73,54.79,39.06,45.04,6.53,85.8
Kolkata,IN,Asia,22.5726,88.3639,2023-12-10,152.32,283.72,79.41,51.64,22.66,202.0
Dubai,AE,Asia,25.2048,55.2708,2023-12-10,70.51,187.02,55.41,63.6,18.0,165.9
Riyadh,SA,Asia,24.7136,46.6753,2023-12-10,84.58,224.37,55.29,63.87,16.92,180.6
Hanoi,VN,Asia,21.0285,105.8542,2023-12-10,99.5,165.5,59.5,49.5,21.2,196.3
Lahore,PK,Asia,31.5204,74.3587,2023-12-10,205.06,346.59,89.53,54.72,33.21,257.4
London,GB,Europe,51.5074,-0.1278,2023-12-10,18.15,36.32,40.27,41.86,4.41,63.2
Paris,FR,Europe,48.8566,2.3522,2023-12-10,25.03,47.94,41.11,41.71,5.01,77.9
Berlin,DE,Europe,52.52,13.405,2023-12-10,13.68,30.93,31.54,37.09,1.96,53.6
Madrid,ES,Europe,40.4168,-3.7038,2023-12-10,32.32,60.18,44.76,52.34,5.42,93.5
Rome,IT,Europe,41.9028,12.4964,2023-12-10,47.04,82.26,53.42,53.97,9.15,129.1
Moscow,RU,Europe,55.7558,37.6173,2023-12-10,40.5,80.91,46.9,40.5,8.1,112.8
Amsterdam,NL,Europe,52.3676,4.9041,2023-12-10,27.47,50.95,41.68,44.61,4.97,83.1
Warsaw,PL,Europe,52.2297,21.0122,2023-12-10,26.74,57.01,38.07,40.32,5.35,81.5
New York,US,North America,40.7128,-74.006,2023-12-10,48.73,83.5,45.17,51.7,10.27,133.3
Los Angeles,US,North America,34.0522,-118.2437,2023-12-10,25.8,54.94,31.75,59.09,2.56,79.5
Mexico City,MX,North America,19.4326,-99.1332,2023-12-10,53.84,103.5,45.77,49.7,14.67,146.1
Chicago,US,North America,41.8781,-87.6298,2023-12-10,54.04,94.06,49.12,54.51,12.11,146.6
Toronto,CA,North America,43.6532,-79.3832,2023-12-10,28.32,52.88,37.56,46.7,5.66,84.9
